	object	relation	subject_external_db	subject_external_id	subject_name
339	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813114253	KCab-s
340	alpha/beta Kenyon cell	is_a	neuprint_JRC	860607367	KCab-c
341	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813011454	(PDM12)_L
342	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982514	KCab-s
343	fan-shaped neuron	is_a	neuprint_JRC	885944105	FB9B_d^FB09b_R
344	fan-shaped neuron	is_a	neuprint_JRC	265655867	FB8F_b^FB08i_L
345	fan-shaped neuron	is_a	neuprint_JRC	5813071475	FB7E^FB07j_R
346	alpha/beta Kenyon cell	is_a	neuprint_JRC	846611449	KCab-a
347	alpha/beta Kenyon cell	is_a	neuprint_JRC	363038831	KCab-a
348	alpha/beta Kenyon cell	is_a	neuprint_JRC	911400981	KCab-c
349	dopaminergic PAM neuron 10	is_a	neuprint_JRC	328546871	PAM10(B1)_R
350	alpha/beta Kenyon cell	is_a	neuprint_JRC	538653955	KCab-a
351	alpha/beta Kenyon cell	is_a	neuprint_JRC	785198372	KCab-s
352	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021989	KCab-a
353	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983114	KCab-s
354	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813019772	KCab-a
355	alpha/beta Kenyon cell	is_a	neuprint_JRC	363370708	KCab-c
356	fan-shaped neuron	is_a	neuprint_JRC	886626370	FB9B_c^FB09d_R
357	alpha/beta Kenyon cell	is_a	neuprint_JRC	909026992	KCab-a
358	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813063449	KCab-c
359	alpha/beta Kenyon cell	is_a	neuprint_JRC	847297982	KCab-s
360	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813039644	(PDM05)_L
361	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813009955	(MBDLaxon2)
362	dopaminergic PAM neuron 9	is_a	neuprint_JRC	359586213	PAM09(B1ped)_R
363	alpha/beta Kenyon cell	is_a	neuprint_JRC	815921891	KCab-c
364	alpha/beta Kenyon cell	is_a	neuprint_JRC	1047157746	KCab-a
365	alpha/beta Kenyon cell	is_a	neuprint_JRC	798196461	KCab-c
366	alpha/beta Kenyon cell	is_a	neuprint_JRC	877992236	KCab-s
367	fan-shaped neuron	is_a	neuprint_JRC	329983926	FB5G^FB05g_R
368	alpha/beta Kenyon cell	is_a	neuprint_JRC	941111195	KCab-s
369	fan-shaped neuron	is_a	neuprint_JRC	5813020698	FB7B^FB07d_R
370	alpha/beta Kenyon cell	is_a	neuprint_JRC	910063307	KCab-s
371	alpha/beta Kenyon cell	is_a	neuprint_JRC	1046812283	KCab-a
372	alpha/beta Kenyon cell	is_a	neuprint_JRC	984746802	KCab-a
373	alpha/beta Kenyon cell	is_a	neuprint_JRC	908668556	KCab-s
374	alpha/beta Kenyon cell	is_a	neuprint_JRC	940084095	KCab-a
375	alpha/beta Kenyon cell	is_a	neuprint_JRC	363370913	KCab-s
376	fan-shaped neuron	is_a	neuprint_JRC	298055752	FB8F_b^FB08j_L
377	fan-shaped neuron	is_a	neuprint_JRC	885262087	FB7I^FB06of_R
378	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812981619	KCab-c
379	mushroom body vertical lobe arborizing neuron 3	is_a	neuprint_JRC	394225044	MBON14(a3)_L
380	fan-shaped neuron	is_a	neuprint_JRC	948346463	FB7B^FB07d_L
381	alpha/beta Kenyon cell	is_a	neuprint_JRC	878324222	KCab-c
382	alpha/beta Kenyon cell	is_a	neuprint_JRC	661408094	KCab-s
383	alpha/beta Kenyon cell	is_a	neuprint_JRC	363034174	KCab-s
384	fan-shaped neuron	is_a	neuprint_JRC	915951662	FB7I^FB06of_R
385	alpha/beta Kenyon cell	is_a	neuprint_JRC	891637860	KCab-c
386	alpha/beta Kenyon cell	is_a	neuprint_JRC	301318641	KCab-s
387	fan-shaped neuron	is_a	neuprint_JRC	266536576	FB7G^FB06f_R
388	alpha/beta Kenyon cell	is_a	neuprint_JRC	985429128	KCab-a
389	alpha/beta Kenyon cell	is_a	neuprint_JRC	736126746	KCab-s
390	alpha/beta Kenyon cell	is_a	neuprint_JRC	880409455	KCab-s
391	alpha/beta Kenyon cell	is_a	neuprint_JRC	860266377	KCab-a
392	alpha/beta Kenyon cell	is_a	neuprint_JRC	332003372	KCab-c
393	alpha/beta Kenyon cell	is_a	neuprint_JRC	784882707	KCab-c
394	fan-shaped neuron	is_a	neuprint_JRC	915619188	FB7H^FB0107_L
395	alpha/beta Kenyon cell	is_a	neuprint_JRC	940079771	KCab-s
396	alpha/beta Kenyon cell	is_a	neuprint_JRC	725174424	KCab-c
397	alpha/beta Kenyon cell	is_a	neuprint_JRC	332689776	KCab-s
398	fan-shaped neuron	is_a	neuprint_JRC	885940095	FB8H^FB08a_R
399	mushroom body vertical lobe arborizing neuron 1	is_a	neuprint_JRC	642516892	PPL105(a'2a2)(PDL05)_L
400	alpha/beta Kenyon cell	is_a	neuprint_JRC	849370258	KCab-s
401	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983423	KCab-a
402	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021411	KCab-c
403	alpha/beta Kenyon cell	is_a	neuprint_JRC	939738376	KCab-s
404	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983298	KCab-c
405	alpha/beta Kenyon cell	is_a	neuprint_JRC	580610916	KCab-a
406	fan-shaped neuron	is_a	neuprint_JRC	885602804	FB9A^FB09a_L
407	MB-alpha neuron of the dopaminergic PPL1 cluster	is_a	neuprint_JRC	331662710	PPL106(a3)_R
408	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982521	KCab-c
409	alpha/beta Kenyon cell	is_a	neuprint_JRC	878324438	KCab-s
410	mushroom body vertical lobe arborizing neuron 3	is_a	neuprint_JRC	5813067721	MBON14(a3)_L
411	fan-shaped neuron	is_a	neuprint_JRC	5813055834	FB6A^FB06a_R
412	alpha/beta Kenyon cell	is_a	neuprint_JRC	860603005	KCab-c
413	alpha/beta Kenyon cell	is_a	neuprint_JRC	860607503	KCab-c
414	alpha/beta Kenyon cell	is_a	neuprint_JRC	923013923	KCab-c
415	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813055916	KCab-c
416	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813095238	KCab-a
417	alpha/beta Kenyon cell	is_a	neuprint_JRC	332008082	KCab-s
418	dopaminergic PAM neuron 4	is_a	neuprint_JRC	1141328881	PAM04_a(B2)_R
419	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813054643	KCab-a
420	alpha/beta Kenyon cell	is_a	neuprint_JRC	630373425	KCab-a
421	alpha/beta Kenyon cell	is_a	neuprint_JRC	941102504	KCab-s
422	alpha/beta Kenyon cell	is_a	neuprint_JRC	549916869	KCab-s
423	alpha/beta Kenyon cell	is_a	neuprint_JRC	939734266	KCab-s
424	alpha/beta Kenyon cell	is_a	neuprint_JRC	642681035	KCab-c
425	fan-shaped neuron	is_a	neuprint_JRC	358251878	FB1B^FB01b_R
426	alpha/beta Kenyon cell	is_a	neuprint_JRC	333035349	KCab-s
427	mushroom body medial-vertical lobe arborizing neuron 2	is_a	neuprint_JRC	422725634	MBON06(B1>a)(AVM07)_L
428	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980397	KCab-s
429	alpha/beta Kenyon cell	is_a	neuprint_JRC	363724985	KCab-c
430	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980376	KCab-s
431	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813099783	KCab-s
432	fan-shaped neuron	is_a	neuprint_JRC	886280488	FB9B_a^FB09c_R
433	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983427	KCab-c
434	alpha/beta Kenyon cell	is_a	neuprint_JRC	332003899	KCab-c
435	alpha/beta Kenyon cell	is_a	neuprint_JRC	1016118651	KCab-c
436	alpha/beta Kenyon cell	is_a	neuprint_JRC	1016122913	KCab-c
437	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813106192	KCab-c
438	alpha/beta Kenyon cell	is_a	neuprint_JRC	735785639	KCab-c
439	alpha/beta Kenyon cell	is_a	neuprint_JRC	363379387	KCab-c
440	alpha/beta Kenyon cell	is_a	neuprint_JRC	704750842	KCab-s
441	alpha/beta Kenyon cell	is_a	neuprint_JRC	736467640	KCab-c
442	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980600	KCab-c
443	fan-shaped neuron	is_a	neuprint_JRC	916288456	FB7K^FB07a_L
444	alpha/beta Kenyon cell	is_a	neuprint_JRC	332007728	KCab-s
445	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813011555	KCab-a
446	alpha/beta Kenyon cell	is_a	neuprint_JRC	891642215	KCab-c
447	fan-shaped neuron	is_a	neuprint_JRC	885939922	FB1J^FB0108a_L
448	fan-shaped neuron	is_a	neuprint_JRC	297166053	FB8F_b^FB08i_R
449	fan-shaped neuron	is_a	neuprint_JRC	5813020960	(MBDLaxon1)
450	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813082847	KCab-c
451	alpha/beta Kenyon cell	is_a	neuprint_JRC	332344592	KCab-c
452	alpha/beta Kenyon cell	is_a	neuprint_JRC	735785541	KCab-s
453	alpha/beta Kenyon cell	is_a	neuprint_JRC	847595624	KCab-c
454	alpha/beta Kenyon cell	is_a	neuprint_JRC	301309622	KCab-c
455	alpha/beta Kenyon cell	is_a	neuprint_JRC	786221078	KCab-s
456	alpha/beta Kenyon cell	is_a	neuprint_JRC	328278125	(MBDLaxon2)
457	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813032759	KCab-c
458	alpha/beta Kenyon cell	is_a	neuprint_JRC	970777114	KCab-c
459	alpha/beta Kenyon cell	is_a	neuprint_JRC	327937506	(MBDLaxon1)
460	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982012	KCab-s
461	alpha/beta Kenyon cell	is_a	neuprint_JRC	815930761	KCab-s
462	dopaminergic PAM neuron 9	is_a	neuprint_JRC	5813075824	PAM09(B1ped)_R
463	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812981042	KCab-a
464	fan-shaped neuron	is_a	neuprint_JRC	794622522	FB7L^FB07c_L
465	alpha/beta Kenyon cell	is_a	neuprint_JRC	817985849	KCab-s
466	fan-shaped neuron	is_a	neuprint_JRC	947685488	FB6K^FB06p_R
467	mushroom body medial-vertical lobe arborizing neuron 2	is_a	neuprint_JRC	5813061512	MBON06(B1>a)_R
468	alpha/beta Kenyon cell	is_a	neuprint_JRC	1047157958	KCab-c
469	alpha/beta Kenyon cell	is_a	neuprint_JRC	693099064	KCab-s
470	alpha/beta Kenyon cell	is_a	neuprint_JRC	1233703950	KCab-s
471	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021464	KCab-s
472	alpha/beta Kenyon cell	is_a	neuprint_JRC	363716151	KCab-a
473	fan-shaped neuron	is_a	neuprint_JRC	5813061177	FB6A^FB06a_L
474	octopaminergic VPM3 neuron	is_a	neuprint_JRC	329566174	OA-VPM3(NO2/NO3)_R
475	alpha/beta Kenyon cell	is_a	neuprint_JRC	332340236	KCab-s
476	alpha/beta Kenyon cell	is_a	neuprint_JRC	939742609	KCab-c
477	alpha/beta Kenyon cell	is_a	neuprint_JRC	580611301	KCab-c
478	alpha/beta Kenyon cell	is_a	neuprint_JRC	984405805	KCab-s
479	alpha/beta Kenyon cell	is_a	neuprint_JRC	5901202076	KCab-c
480	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982426	KCab-c
481	fan-shaped neuron	is_a	neuprint_JRC	297178509	FB8F_a^FB07f_R
482	fan-shaped neuron	is_a	neuprint_JRC	5813020684	FB6H^FB06j_R
483	fan-shaped neuron	is_a	neuprint_JRC	295136965	FB1E_b^FB01e_R
484	fan-shaped neuron	is_a	neuprint_JRC	5813081818	FB7K^FB07a_R
485	alpha/beta Kenyon cell	is_a	neuprint_JRC	693116396	KCab-c
486	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813060614	KCab-s
487	alpha/beta Kenyon cell	is_a	neuprint_JRC	877992303	KCab-s
488	alpha/beta Kenyon cell	is_a	neuprint_JRC	301314154	KCab-c
489	alpha/beta Kenyon cell	is_a	neuprint_JRC	457507485	KCab-a
490	alpha/beta Kenyon cell	is_a	neuprint_JRC	818637585	KCab-c
491	alpha/beta Kenyon cell	is_a	neuprint_JRC	767502657	KCab-c
492	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813061625	KCab-s
493	fan-shaped neuron	is_a	neuprint_JRC	915964590	FB6G^FB06i_L
494	fan-shaped neuron	is_a	neuprint_JRC	393888286	FB6S^FB06x_L
495	alpha/beta Kenyon cell	is_a	neuprint_JRC	923018247	KCab-c
496	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812981965	KCab-c
497	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813056355	KCab-s
498	alpha/beta posterior Kenyon cell	is_a	neuprint_JRC	799219795	KCab-p
499	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813032245	KCab-c
500	alpha/beta Kenyon cell	is_a	neuprint_JRC	488188560	KCab-s
501	alpha/beta Kenyon cell	is_a	neuprint_JRC	922677121	KCab-c
502	alpha/beta Kenyon cell	is_a	neuprint_JRC	1162063500	KCab-s
503	alpha/beta Kenyon cell	is_a	neuprint_JRC	1450011431	KCab-c
504	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980618	KCab-s
505	alpha/beta Kenyon cell	is_a	neuprint_JRC	847254513	KCab-c
506	DN2 neuron	is_a	neuprint_JRC	477918443	DN2_R
507	alpha/beta Kenyon cell	is_a	neuprint_JRC	363038752	KCab-a
508	fan-shaped neuron	is_a	neuprint_JRC	298927224	FB7F^FB07n_R
509	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813019774	KCab-c
510	alpha/beta Kenyon cell	is_a	neuprint_JRC	877659673	KCab-a
511	alpha/beta Kenyon cell	is_a	neuprint_JRC	816263443	KCab-c
512	alpha/beta Kenyon cell	is_a	neuprint_JRC	333031114	KCab-s
513	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982490	KCab-s
514	alpha/beta Kenyon cell	is_a	neuprint_JRC	847250148	KCab-a
515	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813056110	KCab-s
516	fan-shaped neuron	is_a	neuprint_JRC	5813071028	FB7A^FB07b_L
517	fan-shaped neuron	is_a	neuprint_JRC	236330337	FB7I^FB06of_L
518	alpha/beta Kenyon cell	is_a	neuprint_JRC	363034211	KCab-s
519	alpha/beta Kenyon cell	is_a	neuprint_JRC	363729314	KCab-a
520	alpha/beta Kenyon cell	is_a	neuprint_JRC	332353336	KCab-s
521	adult doublesex pC1 (female) neuron	is_a	neuprint_JRC	359744514	pC1a(PDM09)_L
522	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813019770	KCab-c
523	fan-shaped neuron	is_a	neuprint_JRC	482050067	FB9C_b^FB09h_R
524	fan-shaped neuron	is_a	neuprint_JRC	451356082	FB9C_a^FB09g_R
525	fan-shaped neuron	is_a	neuprint_JRC	295141618	FB9C_b^FB09h_R
526	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983578	KCab-c
527	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982177	KCab-s
528	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021647	KCab-s
529	alpha/beta Kenyon cell	is_a	neuprint_JRC	705091521	KCab-a
530	alpha/beta Kenyon cell	is_a	neuprint_JRC	859925004	KCab-s
531	mushroom body dorsal paired medial cell	is_a	neuprint_JRC	5813105172	DPM_R
532	alpha/beta Kenyon cell	is_a	neuprint_JRC	908699052	KCab-s
533	fan-shaped neuron	is_a	neuprint_JRC	294791509	FB1D^FB01D_R
534	dopaminergic PAM neuron 10	is_a	neuprint_JRC	298595394	PAM10(B1)_R
535	dopaminergic PAM neuron 9	is_a	neuprint_JRC	1048207713	PAM09(B1ped)_R
536	alpha/beta Kenyon cell	is_a	neuprint_JRC	798537701	KCab-c
537	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980404	KCab-s
538	alpha/beta posterior Kenyon cell	is_a	neuprint_JRC	573065577	KCab-p
539	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813032694	KCab-s
540	alpha/beta Kenyon cell	is_a	neuprint_JRC	363724996	KCab-c
541	fan-shaped neuron	is_a	neuprint_JRC	916970190	FB9C_a^FB09g_L
542	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983861	KCab-a
543	dopaminergic PAM neuron 9	is_a	neuprint_JRC	360941147	PAM09(B1ped)_R
544	fan-shaped neuron	is_a	neuprint_JRC	946978006	FB6F^FB06h_L
545	alpha/beta Kenyon cell	is_a	neuprint_JRC	705432922	KCab-a
546	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813061044	KCab-c
547	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021303	KCab-s
548	alpha/beta Kenyon cell	is_a	neuprint_JRC	798537580	KCab-c
549	alpha/beta Kenyon cell	is_a	neuprint_JRC	507243409	KCab-s
550	alpha/beta Kenyon cell	is_a	neuprint_JRC	1451341240	KCab-a
551	alpha/beta Kenyon cell	is_a	neuprint_JRC	364066029	KCab-c
552	alpha/beta Kenyon cell	is_a	neuprint_JRC	674056647	KCab-s
553	alpha/beta Kenyon cell	is_a	neuprint_JRC	516943720	(aDT6f)(MBDLaxon2)
554	alpha/beta Kenyon cell	is_a	neuprint_JRC	971118202	KCab-s
555	alpha/beta Kenyon cell	is_a	neuprint_JRC	300968622	KCab-s
556	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813079174	KCab-s
557	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983575	KCab-c
558	fan-shaped neuron	is_a	neuprint_JRC	5813050747	FB6C_b^FB06d_L
559	fan-shaped neuron	is_a	neuprint_JRC	265120597	FB1D^FB01D_R
560	fan-shaped neuron	is_a	neuprint_JRC	885599043	FB8H^FB08a_R
561	mushroom body output neuron 19	is_a	neuprint_JRC	517854468	MBON19(a2p3p)_R
562	alpha/beta Kenyon cell	is_a	neuprint_JRC	704750742	KCab-s
563	fan-shaped neuron	is_a	neuprint_JRC	359637824	FB6T^FB06y_R
564	alpha/beta Kenyon cell	is_a	neuprint_JRC	891978843	KCab-c
565	fan-shaped neuron	is_a	neuprint_JRC	296880800	FB8E^FB08k_R
566	alpha/beta Kenyon cell	is_a	neuprint_JRC	631396453	KCab-s
567	alpha/beta Kenyon cell	is_a	neuprint_JRC	642680881	KCab-s
568	alpha/beta Kenyon cell	is_a	neuprint_JRC	549576424	KCab-s
569	alpha/beta Kenyon cell	is_a	neuprint_JRC	601319398	KCab-s
570	alpha/beta Kenyon cell	is_a	neuprint_JRC	1047153433	KCab-c
571	alpha/beta Kenyon cell	is_a	neuprint_JRC	798537392	KCab-c
572	alpha/beta Kenyon cell	is_a	neuprint_JRC	815926332	KCab-a
573	alpha/beta Kenyon cell	is_a	neuprint_JRC	362862047	(PDM09)_L
574	alpha/beta Kenyon cell	is_a	neuprint_JRC	939738399	KCab-s
575	mushroom body vertical lobe arborizing neuron 3	is_a	neuprint_JRC	5813068729	MBON14(a3)_R
576	alpha/beta Kenyon cell	is_a	neuprint_JRC	332353106	KCab-a
577	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980611	KCab-s
578	fan-shaped neuron	is_a	neuprint_JRC	295815897	FB9B_e^FB09i_R
579	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812981127	KCab-c
580	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813058069	KCab-s
581	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813022049	KCab-c
582	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983206	KCab-s
583	alpha/beta Kenyon cell	is_a	neuprint_JRC	1449670372	KCab-s
584	alpha/beta Kenyon cell	is_a	neuprint_JRC	736126732	KCab-a
585	fan-shaped neuron	is_a	neuprint_JRC	328930845	FB8F_a^FB07f_R
586	fan-shaped neuron	is_a	neuprint_JRC	916633638	FB8F_a^FB07f_L
587	alpha/beta Kenyon cell	is_a	neuprint_JRC	754163207	KCab-c
588	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982372	KCab-s
589	alpha/beta Kenyon cell	is_a	neuprint_JRC	891642345	KCab-c
590	alpha/beta Kenyon cell	is_a	neuprint_JRC	971459227	KCab-a
591	alpha/beta Kenyon cell	is_a	neuprint_JRC	877974490	KCab-c
592	fan-shaped neuron	is_a	neuprint_JRC	294800293	FB7K^FB07a_R
593	alpha/beta Kenyon cell	is_a	neuprint_JRC	815585355	KCab-c
594	alpha/beta Kenyon cell	is_a	neuprint_JRC	476545134	KCab-a
595	alpha/beta Kenyon cell	is_a	neuprint_JRC	632013356	KCab-c
596	alpha/beta Kenyon cell	is_a	neuprint_JRC	846620287	KCab-a
597	fan-shaped neuron	is_a	neuprint_JRC	393215048	FB6Q^FB06v_L
598	alpha/beta Kenyon cell	is_a	neuprint_JRC	630377642	KCab-s
599	alpha/beta Kenyon cell	is_a	neuprint_JRC	363375408	KCab-c
600	fan-shaped neuron	is_a	neuprint_JRC	947664053	FB1I^FB0108b_L
601	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813032734	KCab-s
602	fan-shaped neuron	is_a	neuprint_JRC	980391580	FB8A^FB08b_R
603	alpha/beta Kenyon cell	is_a	neuprint_JRC	477262101	KCab-c
604	alpha/beta Kenyon cell	is_a	neuprint_JRC	363375247	KCab-c
605	alpha/beta Kenyon cell	is_a	neuprint_JRC	332353566	KCab-s
606	fan-shaped neuron	is_a	neuprint_JRC	421698065	FB1A^FB01a_R
607	alpha/beta Kenyon cell	is_a	neuprint_JRC	939733452	KCab-s
608	fan-shaped neuron	is_a	neuprint_JRC	362507326	FB6M^FB06r_L
609	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980569	KCab-a
610	fan-shaped neuron	is_a	neuprint_JRC	762222901	FB6C_b^FB06d_L
611	alpha/beta Kenyon cell	is_a	neuprint_JRC	1139921468	KCab-s
612	adult doublesex pC1 (female) neuron	is_a	neuprint_JRC	5813046951	pC1a_R
613	adult doublesex pC1 (female) neuron	is_a	neuprint_JRC	297588821	(pC1)
614	fan-shaped neuron	is_a	neuprint_JRC	5813050758	FB6T^FB06y_R
615	alpha/beta Kenyon cell	is_a	neuprint_JRC	394755376	KCab-c
616	alpha/beta Kenyon cell	is_a	neuprint_JRC	829568160	KCab-c
617	alpha/beta Kenyon cell	is_a	neuprint_JRC	301314208	KCab-c
618	alpha/beta Kenyon cell	is_a	neuprint_JRC	569334986	KCab-c
619	alpha/beta Kenyon cell	is_a	neuprint_JRC	736463614	KCab-a
620	fan-shaped neuron	is_a	neuprint_JRC	296160764	FB8E^FB08k_R
621	alpha/beta Kenyon cell	is_a	neuprint_JRC	455793621	KCab-s
622	fan-shaped neuron	is_a	neuprint_JRC	855250466	FB9C_a^FB09g_R
623	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813057573	KCab-c
624	alpha/beta Kenyon cell	is_a	neuprint_JRC	798533259	KCab-c
625	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982316	KCab-s
626	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980207	KCab-c
627	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021404	KCab-a
628	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021301	KCab-s
629	alpha/beta Kenyon cell	is_a	neuprint_JRC	816219578	KCab-c
630	DN1p neuron	is_a	neuprint_JRC	325529237	DN1pA_R
631	fan-shaped neuron	is_a	neuprint_JRC	915960293	FB6V^FB06ob_R
632	alpha/beta Kenyon cell	is_a	neuprint_JRC	736126644	KCab-c
633	alpha/beta Kenyon cell	is_a	neuprint_JRC	364070309	KCab-c
634	alpha/beta Kenyon cell	is_a	neuprint_JRC	767161652	KCab-a
635	alpha/beta Kenyon cell	is_a	neuprint_JRC	363034407	KCab-s
636	alpha/beta Kenyon cell	is_a	neuprint_JRC	735785741	KCab-s
637	alpha/beta Kenyon cell	is_a	neuprint_JRC	756585129	KCab-s
638	fan-shaped neuron	is_a	neuprint_JRC	5813019588	FB6C_b^FB06d_R
639	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021019	KCab-a
640	alpha/beta Kenyon cell	is_a	neuprint_JRC	363387921	KCab-a
641	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813022175	KCab-s
642	alpha/beta Kenyon cell	is_a	neuprint_JRC	363047222	KCab-s
643	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813080254	KCab-s
644	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983346	KCab-c
645	fan-shaped neuron	is_a	neuprint_JRC	5813058368	FB7A^FB07k_L
646	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021135	KCab-c
647	fan-shaped neuron	is_a	neuprint_JRC	513788774	FB6F^FB06h_R
648	fan-shaped neuron	is_a	neuprint_JRC	5813009882	FB7G^FB06f_R
649	alpha/beta Kenyon cell	is_a	neuprint_JRC	704750673	KCab-s
650	alpha/beta Kenyon cell	is_a	neuprint_JRC	394073547	KCab-s
651	alpha/beta Kenyon cell	is_a	neuprint_JRC	846616006	KCab-a
652	dopaminergic PAM neuron 9	is_a	neuprint_JRC	5812980567	PAM09(B1ped)_R
653	fan-shaped neuron	is_a	neuprint_JRC	298405402	FB6T^FB06y_L
654	alpha/beta Kenyon cell	is_a	neuprint_JRC	550599514	KCab-s
655	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812981667	KCab-s
656	alpha/beta Kenyon cell	is_a	neuprint_JRC	332003629	KCab-s
657	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982466	KCab-s
658	alpha/beta Kenyon cell	is_a	neuprint_JRC	362024428	(MBDLaxon1)
659	alpha/beta Kenyon cell	is_a	neuprint_JRC	362697657	KCab-s
660	alpha/beta Kenyon cell	is_a	neuprint_JRC	424754530	KCab-s
661	alpha/beta Kenyon cell	is_a	neuprint_JRC	363034501	KCab-c
662	alpha/beta Kenyon cell	is_a	neuprint_JRC	848662441	KCab-c
663	alpha/beta Kenyon cell	is_a	neuprint_JRC	846270628	KCab-c
664	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813058106	KCab-c
665	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021401	KCab-s
666	alpha/beta Kenyon cell	is_a	neuprint_JRC	860265987	KCab-c
667	alpha/beta Kenyon cell	is_a	neuprint_JRC	662103124	KCab-c
668	alpha/beta Kenyon cell	is_a	neuprint_JRC	940425106	KCab-a
669	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813128857	KCab-a
670	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021447	KCab-c
671	alpha/beta Kenyon cell	is_a	neuprint_JRC	798196366	KCab-c
672	alpha/beta Kenyon cell	is_a	neuprint_JRC	847254581	KCab-s
673	alpha/beta Kenyon cell	is_a	neuprint_JRC	846952407	KCab-s
674	alpha/beta Kenyon cell	is_a	neuprint_JRC	456820863	KCab-s
675	fan-shaped neuron	is_a	neuprint_JRC	297183251	FB7A^FB07k_R
676	alpha/beta Kenyon cell	is_a	neuprint_JRC	508292573	KCab-c
677	alpha/beta Kenyon cell	is_a	neuprint_JRC	829572544	KCab-c
678	alpha/beta Kenyon cell	is_a	neuprint_JRC	5901207528	KCab-c
679	alpha/beta Kenyon cell	is_a	neuprint_JRC	847254536	KCab-s
680	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021023	KCab-c
681	mushroom body pedunculus-medial lobe and vertical lobe arborizing neuron 2	is_a	neuprint_JRC	517518166	MBON11(y1pedc>a/B)_L
