filename	synonyms	is_a	part_of	label	Template
511	DA4m_L	antennal lobe glomerulus DA4m	female organism|adult brain|left side of organism	DA4m_L on JRC2018Unisex	JRC2018Unisex_c
512	DA4m_R	antennal lobe glomerulus DA4m	female organism|adult brain|right side of organism	DA4m_R on JRC2018Unisex	JRC2018Unisex_c
513	DC1_L	antennal lobe glomerulus DC1	female organism|adult brain|left side of organism	DC1_L on JRC2018Unisex	JRC2018Unisex_c
514	DC1_R	antennal lobe glomerulus DC1	female organism|adult brain|right side of organism	DC1_R on JRC2018Unisex	JRC2018Unisex_c
515	DC2_L	antennal lobe glomerulus DC2	female organism|adult brain|left side of organism	DC2_L on JRC2018Unisex	JRC2018Unisex_c
516	DC2_R	antennal lobe glomerulus DC2	female organism|adult brain|right side of organism	DC2_R on JRC2018Unisex	JRC2018Unisex_c
517	DC3_L	antennal lobe glomerulus DC3	female organism|adult brain|left side of organism	DC3_L on JRC2018Unisex	JRC2018Unisex_c
518	DC3_R	antennal lobe glomerulus DC3	female organism|adult brain|right side of organism	DC3_R on JRC2018Unisex	JRC2018Unisex_c
519	DC4_L	antennal lobe glomerulus DC4	female organism|adult brain|left side of organism	DC4_L on JRC2018Unisex	JRC2018Unisex_c
520	DC4_R	antennal lobe glomerulus DC4	female organism|adult brain|right side of organism	DC4_R on JRC2018Unisex	JRC2018Unisex_c
521	DL1_L	antennal lobe glomerulus DL1	female organism|adult brain|left side of organism	DL1_L on JRC2018Unisex	JRC2018Unisex_c
522	DL1_R	antennal lobe glomerulus DL1	female organism|adult brain|right side of organism	DL1_R on JRC2018Unisex	JRC2018Unisex_c
523	DL2d_L	antennal lobe glomerulus DL2d	female organism|adult brain|left side of organism	DL2d_L on JRC2018Unisex	JRC2018Unisex_c
524	DL2d_R	antennal lobe glomerulus DL2d	female organism|adult brain|right side of organism	DL2d_R on JRC2018Unisex	JRC2018Unisex_c
525	DL2v_L	antennal lobe glomerulus DL2v	female organism|adult brain|left side of organism	DL2v_L on JRC2018Unisex	JRC2018Unisex_c
526	DL2v_R	antennal lobe glomerulus DL2v	female organism|adult brain|right side of organism	DL2v_R on JRC2018Unisex	JRC2018Unisex_c
527	DL3_L	antennal lobe glomerulus DL3	female organism|adult brain|left side of organism	DL3_L on JRC2018Unisex	JRC2018Unisex_c
528	DL3_R	antennal lobe glomerulus DL3	female organism|adult brain|right side of organism	DL3_R on JRC2018Unisex	JRC2018Unisex_c
529	DL4_L	antennal lobe glomerulus DL4	female organism|adult brain|left side of organism	DL4_L on JRC2018Unisex	JRC2018Unisex_c
530	DL4_R	antennal lobe glomerulus DL4	female organism|adult brain|right side of organism	DL4_R on JRC2018Unisex	JRC2018Unisex_c
531	DL5_L	antennal lobe glomerulus DL5	female organism|adult brain|left side of organism	DL5_L on JRC2018Unisex	JRC2018Unisex_c
532	DL5_R	antennal lobe glomerulus DL5	female organism|adult brain|right side of organism	DL5_R on JRC2018Unisex	JRC2018Unisex_c
533	DM1_L	antennal lobe glomerulus DM1	female organism|adult brain|left side of organism	DM1_L on JRC2018Unisex	JRC2018Unisex_c
534	DM1_R	antennal lobe glomerulus DM1	female organism|adult brain|right side of organism	DM1_R on JRC2018Unisex	JRC2018Unisex_c
535	DM2_L	antennal lobe glomerulus DM2	female organism|adult brain|left side of organism	DM2_L on JRC2018Unisex	JRC2018Unisex_c
536	DM2_R	antennal lobe glomerulus DM2	female organism|adult brain|right side of organism	DM2_R on JRC2018Unisex	JRC2018Unisex_c
537	DM3_L	antennal lobe glomerulus DM3	female organism|adult brain|left side of organism	DM3_L on JRC2018Unisex	JRC2018Unisex_c
538	DM3_R	antennal lobe glomerulus DM3	female organism|adult brain|right side of organism	DM3_R on JRC2018Unisex	JRC2018Unisex_c
539	DM4_L	antennal lobe glomerulus DM4	female organism|adult brain|left side of organism	DM4_L on JRC2018Unisex	JRC2018Unisex_c
540	DM4_R	antennal lobe glomerulus DM4	female organism|adult brain|right side of organism	DM4_R on JRC2018Unisex	JRC2018Unisex_c
541	DM5_L	antennal lobe glomerulus DM5	female organism|adult brain|left side of organism	DM5_L on JRC2018Unisex	JRC2018Unisex_c
542	DM5_R	antennal lobe glomerulus DM5	female organism|adult brain|right side of organism	DM5_R on JRC2018Unisex	JRC2018Unisex_c
543	DM6_L	antennal lobe glomerulus DM6	female organism|adult brain|left side of organism	DM6_L on JRC2018Unisex	JRC2018Unisex_c
544	DM6_R	antennal lobe glomerulus DM6	female organism|adult brain|right side of organism	DM6_R on JRC2018Unisex	JRC2018Unisex_c
545	DP1l_L	antennal lobe glomerulus DP1l	female organism|adult brain|left side of organism	DP1l_L on JRC2018Unisex	JRC2018Unisex_c
546	DP1l_R	antennal lobe glomerulus DP1l	female organism|adult brain|right side of organism	DP1l_R on JRC2018Unisex	JRC2018Unisex_c
547	DP1m_L	antennal lobe glomerulus DP1m	female organism|adult brain|left side of organism	DP1m_L on JRC2018Unisex	JRC2018Unisex_c
548	DP1m_R	antennal lobe glomerulus DP1m	female organism|adult brain|right side of organism	DP1m_R on JRC2018Unisex	JRC2018Unisex_c
501	D_L	antennal lobe glomerulus D	female organism|adult brain|left side of organism	D_L on JRC2018Unisex	JRC2018Unisex_c
502	D_R	antennal lobe glomerulus D	female organism|adult brain|right side of organism	D_R on JRC2018Unisex	JRC2018Unisex_c
551	VA1d_L	antennal lobe glomerulus VA1d	female organism|adult brain|left side of organism	VA1d_L on JRC2018Unisex	JRC2018Unisex_c
552	VA1d_R	antennal lobe glomerulus VA1d	female organism|adult brain|right side of organism	VA1d_R on JRC2018Unisex	JRC2018Unisex_c
553	VA1v_L	antennal lobe glomerulus VA1v	female organism|adult brain|left side of organism	VA1v_L on JRC2018Unisex	JRC2018Unisex_c
554	VA1v_R	antennal lobe glomerulus VA1v	female organism|adult brain|right side of organism	VA1v_R on JRC2018Unisex	JRC2018Unisex_c
555	VA2_L	antennal lobe glomerulus VA2	female organism|adult brain|left side of organism	VA2_L on JRC2018Unisex	JRC2018Unisex_c
556	VA2_R	antennal lobe glomerulus VA2	female organism|adult brain|right side of organism	VA2_R on JRC2018Unisex	JRC2018Unisex_c
557	VA3_L	antennal lobe glomerulus VA3	female organism|adult brain|left side of organism	VA3_L on JRC2018Unisex	JRC2018Unisex_c
558	VA3_R	antennal lobe glomerulus VA3	female organism|adult brain|right side of organism	VA3_R on JRC2018Unisex	JRC2018Unisex_c
559	VA4_L	antennal lobe glomerulus VA4	female organism|adult brain|left side of organism	VA4_L on JRC2018Unisex	JRC2018Unisex_c
560	VA4_R	antennal lobe glomerulus VA4	female organism|adult brain|right side of organism	VA4_R on JRC2018Unisex	JRC2018Unisex_c
561	VA5_L	antennal lobe glomerulus VA5	female organism|adult brain|left side of organism	VA5_L on JRC2018Unisex	JRC2018Unisex_c
562	VA5_R	antennal lobe glomerulus VA5	female organism|adult brain|right side of organism	VA5_R on JRC2018Unisex	JRC2018Unisex_c
563	VA6_L	antennal lobe glomerulus VA6	female organism|adult brain|left side of organism	VA6_L on JRC2018Unisex	JRC2018Unisex_c
564	VA6_R	antennal lobe glomerulus VA6	female organism|adult brain|right side of organism	VA6_R on JRC2018Unisex	JRC2018Unisex_c
565	VA7l_L	antennal lobe glomerulus VA7l	female organism|adult brain|left side of organism	VA7l_L on JRC2018Unisex	JRC2018Unisex_c
566	VA7l_R	antennal lobe glomerulus VA7l	female organism|adult brain|right side of organism	VA7l_R on JRC2018Unisex	JRC2018Unisex_c
567	VA7m_L	antennal lobe glomerulus VA7m	female organism|adult brain|left side of organism	VA7m_L on JRC2018Unisex	JRC2018Unisex_c
568	VA7m_R	antennal lobe glomerulus VA7m	female organism|adult brain|right side of organism	VA7m_R on JRC2018Unisex	JRC2018Unisex_c
569	VC1_L	antennal lobe glomerulus VC1	female organism|adult brain|left side of organism	VC1_L on JRC2018Unisex	JRC2018Unisex_c
570	VC1_R	antennal lobe glomerulus VC1	female organism|adult brain|right side of organism	VC1_R on JRC2018Unisex	JRC2018Unisex_c
571	VC2_L	antennal lobe glomerulus VC2	female organism|adult brain|left side of organism	VC2_L on JRC2018Unisex	JRC2018Unisex_c
572	VC2_R	antennal lobe glomerulus VC2	female organism|adult brain|right side of organism	VC2_R on JRC2018Unisex	JRC2018Unisex_c
573	VC3_L	antennal lobe glomerulus VC3	female organism|adult brain|left side of organism	VC3_L on JRC2018Unisex	JRC2018Unisex_c
574	VC3_R	antennal lobe glomerulus VC3	female organism|adult brain|right side of organism	VC3_R on JRC2018Unisex	JRC2018Unisex_c
575	VC4_L	antennal lobe glomerulus VC4	female organism|adult brain|left side of organism	VC4_L on JRC2018Unisex	JRC2018Unisex_c
576	VC4_R	antennal lobe glomerulus VC4	female organism|adult brain|right side of organism	VC4_R on JRC2018Unisex	JRC2018Unisex_c
577	VC5_L	antennal lobe glomerulus VC5	female organism|adult brain|left side of organism	VC5_L on JRC2018Unisex	JRC2018Unisex_c
578	VC5_R	antennal lobe glomerulus VC5	female organism|adult brain|right side of organism	VC5_R on JRC2018Unisex	JRC2018Unisex_c
579	VL1_L	antennal lobe glomerulus VL1	female organism|adult brain|left side of organism	VL1_L on JRC2018Unisex	JRC2018Unisex_c
580	VL1_R	antennal lobe glomerulus VL1	female organism|adult brain|right side of organism	VL1_R on JRC2018Unisex	JRC2018Unisex_c
581	VL2a_L	antennal lobe glomerulus VL2a	female organism|adult brain|left side of organism	VL2a_L on JRC2018Unisex	JRC2018Unisex_c
582	VL2a_R	antennal lobe glomerulus VL2a	female organism|adult brain|right side of organism	VL2a_R on JRC2018Unisex	JRC2018Unisex_c
583	VL2p_L	antennal lobe glomerulus VL2p	female organism|adult brain|left side of organism	VL2p_L on JRC2018Unisex	JRC2018Unisex_c
584	VL2p_R	antennal lobe glomerulus VL2p	female organism|adult brain|right side of organism	VL2p_R on JRC2018Unisex	JRC2018Unisex_c
585	VM1_L	antennal lobe glomerulus VM1	female organism|adult brain|left side of organism	VM1_L on JRC2018Unisex	JRC2018Unisex_c
586	VM1_R	antennal lobe glomerulus VM1	female organism|adult brain|right side of organism	VM1_R on JRC2018Unisex	JRC2018Unisex_c
587	VM2_L	antennal lobe glomerulus VM2	female organism|adult brain|left side of organism	VM2_L on JRC2018Unisex	JRC2018Unisex_c
588	VM2_R	antennal lobe glomerulus VM2	female organism|adult brain|right side of organism	VM2_R on JRC2018Unisex	JRC2018Unisex_c
589	VM3_L	antennal lobe glomerulus VM3	female organism|adult brain|left side of organism	VM3_L on JRC2018Unisex	JRC2018Unisex_c
590	VM3_R	antennal lobe glomerulus VM3	female organism|adult brain|right side of organism	VM3_R on JRC2018Unisex	JRC2018Unisex_c
591	VM4_L	antennal lobe glomerulus VM4	female organism|adult brain|left side of organism	VM4_L on JRC2018Unisex	JRC2018Unisex_c
592	VM4_R	antennal lobe glomerulus VM4	female organism|adult brain|right side of organism	VM4_R on JRC2018Unisex	JRC2018Unisex_c
593	VM5d_L	antennal lobe glomerulus VM5d	female organism|adult brain|left side of organism	VM5d_L on JRC2018Unisex	JRC2018Unisex_c
594	VM5d_R	antennal lobe glomerulus VM5d	female organism|adult brain|right side of organism	VM5d_R on JRC2018Unisex	JRC2018Unisex_c
595	VM5v_L	antennal lobe glomerulus VM5v	female organism|adult brain|left side of organism	VM5v_L on JRC2018Unisex	JRC2018Unisex_c
596	VM5v_R	antennal lobe glomerulus VM5v	female organism|adult brain|right side of organism	VM5v_R on JRC2018Unisex	JRC2018Unisex_c
597	VM6_L	antennal lobe glomerulus VM6	female organism|adult brain|left side of organism	VM6_L on JRC2018Unisex	JRC2018Unisex_c
598	VM6_R	antennal lobe glomerulus VM6	female organism|adult brain|right side of organism	VM6_R on JRC2018Unisex	JRC2018Unisex_c
599	VM7d_L	antennal lobe glomerulus VM7d	female organism|adult brain|left side of organism	VM7d_L on JRC2018Unisex	JRC2018Unisex_c
600	VM7d_R	antennal lobe glomerulus VM7d	female organism|adult brain|right side of organism	VM7d_R on JRC2018Unisex	JRC2018Unisex_c
601	VM7v_L	antennal lobe glomerulus VM7v	female organism|adult brain|left side of organism	VM7v_L on JRC2018Unisex	JRC2018Unisex_c
602	VM7v_R	antennal lobe glomerulus VM7v	female organism|adult brain|right side of organism	VM7v_R on JRC2018Unisex	JRC2018Unisex_c
603	VP1d_L	antennal lobe glomerulus VP1d	female organism|adult brain|left side of organism	VP1d_L on JRC2018Unisex	JRC2018Unisex_c
604	VP1d_R	antennal lobe glomerulus VP1d	female organism|adult brain|right side of organism	VP1d_R on JRC2018Unisex	JRC2018Unisex_c
605	VP1l_L	antennal lobe glomerulus VP1l	female organism|adult brain|left side of organism	VP1l_L on JRC2018Unisex	JRC2018Unisex_c
606	VP1l_R	antennal lobe glomerulus VP1l	female organism|adult brain|right side of organism	VP1l_R on JRC2018Unisex	JRC2018Unisex_c
607	VP1m_L	antennal lobe glomerulus VP1m	female organism|adult brain|left side of organism	VP1m_L on JRC2018Unisex	JRC2018Unisex_c
608	VP1m_R	antennal lobe glomerulus VP1m	female organism|adult brain|right side of organism	VP1m_R on JRC2018Unisex	JRC2018Unisex_c
609	VP2_L	antennal lobe glomerulus VP2	female organism|adult brain|left side of organism	VP2_L on JRC2018Unisex	JRC2018Unisex_c
610	VP2_R	antennal lobe glomerulus VP2	female organism|adult brain|right side of organism	VP2_R on JRC2018Unisex	JRC2018Unisex_c
611	VP3_L	antennal lobe glomerulus VP3	female organism|adult brain|left side of organism	VP3_L on JRC2018Unisex	JRC2018Unisex_c
612	VP3_R	antennal lobe glomerulus VP3	female organism|adult brain|right side of organism	VP3_R on JRC2018Unisex	JRC2018Unisex_c
613	VP4_L	antennal lobe glomerulus VP4	female organism|adult brain|left side of organism	VP4_L on JRC2018Unisex	JRC2018Unisex_c
614	VP4_R	antennal lobe glomerulus VP4	female organism|adult brain|right side of organism	VP4_R on JRC2018Unisex	JRC2018Unisex_c
615	VP5_L	antennal lobe glomerulus VP5	female organism|adult brain|left side of organism	VP5_L on JRC2018Unisex	JRC2018Unisex_c
616	VP5_R	antennal lobe glomerulus VP5	female organism|adult brain|right side of organism	VP5_R on JRC2018Unisex	JRC2018Unisex_c
549	V_L	antennal lobe glomerulus V	female organism|adult brain|left side of organism	V_L on JRC2018Unisex	JRC2018Unisex_c
550	V_R	antennal lobe glomerulus V	female organism|adult brain|right side of organism	V_R on JRC2018Unisex	JRC2018Unisex_c
