object	relation	subject_id	subject_name
adult peripheral nervous system	overlaps	VFB_001027ld	neuron 10367 (FANC:493149)
adult ventral nerve cord	overlaps	VFB_001027ld	neuron 10367 (FANC:493149)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027ld	neuron 10367 (FANC:493149)
left side of organism	has_soma_location	VFB_001027ld	neuron 10367 (FANC:493149)
adult peripheral nervous system	overlaps	VFB_001027lg	neuron 10372 (FANC:493205)
adult ventral nerve cord	overlaps	VFB_001027lg	neuron 10372 (FANC:493205)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027lg	neuron 10372 (FANC:493205)
left side of organism	has_soma_location	VFB_001027lg	neuron 10372 (FANC:493205)
adult peripheral nervous system	overlaps	VFB_001027lh	neuron 10377 (FANC:493228)
adult ventral nerve cord	overlaps	VFB_001027lh	neuron 10377 (FANC:493228)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027lh	neuron 10377 (FANC:493228)
left side of organism	has_soma_location	VFB_001027lh	neuron 10377 (FANC:493228)
adult peripheral nervous system	overlaps	VFB_001027lk	neuron 10385 (FANC:493293)
adult ventral nerve cord	overlaps	VFB_001027lk	neuron 10385 (FANC:493293)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027lk	neuron 10385 (FANC:493293)
left side of organism	has_soma_location	VFB_001027lk	neuron 10385 (FANC:493293)
adult peripheral nervous system	overlaps	VFB_001027lm	neuron 10393 (FANC:493330)
adult ventral nerve cord	overlaps	VFB_001027lm	neuron 10393 (FANC:493330)
left side of organism	has_soma_location	VFB_001027lm	neuron 10393 (FANC:493330)
adult peripheral nervous system	overlaps	VFB_001027lr	neuron 10407 (FANC:493431)
adult ventral nerve cord	overlaps	VFB_001027lr	neuron 10407 (FANC:493431)
left side of organism	has_soma_location	VFB_001027lr	neuron 10407 (FANC:493431)
adult peripheral nervous system	overlaps	VFB_001027lv	neuron 10414 (FANC:493519)
adult ventral nerve cord	overlaps	VFB_001027lv	neuron 10414 (FANC:493519)
left side of organism	has_soma_location	VFB_001027lv	neuron 10414 (FANC:493519)
adult peripheral nervous system	overlaps	VFB_001027lz	neuron 10424 (FANC:493596)
adult ventral nerve cord	overlaps	VFB_001027lz	neuron 10424 (FANC:493596)
left side of organism	has_soma_location	VFB_001027lz	neuron 10424 (FANC:493596)
adult peripheral nervous system	overlaps	VFB_001027zz	neuron 10526 (FANC:511128)
adult ventral nerve cord	overlaps	VFB_001027zz	neuron 10526 (FANC:511128)
left side of organism	has_soma_location	VFB_001027zz	neuron 10526 (FANC:511128)
adult peripheral nervous system	overlaps	VFB_0010280c	neuron 10531 (FANC:511171)
adult ventral nerve cord	overlaps	VFB_0010280c	neuron 10531 (FANC:511171)
left side of organism	has_soma_location	VFB_0010280c	neuron 10531 (FANC:511171)
adult peripheral nervous system	overlaps	VFB_0010280d	neuron 10536 (FANC:511187)
adult ventral nerve cord	overlaps	VFB_0010280d	neuron 10536 (FANC:511187)
left side of organism	has_soma_location	VFB_0010280d	neuron 10536 (FANC:511187)
adult peripheral nervous system	overlaps	VFB_0010280g	neuron 10542 (FANC:511232)
adult ventral nerve cord	overlaps	VFB_0010280g	neuron 10542 (FANC:511232)
left side of organism	has_soma_location	VFB_0010280g	neuron 10542 (FANC:511232)
adult peripheral nervous system	overlaps	VFB_0010280h	neuron 10547 (FANC:511247)
adult ventral nerve cord	overlaps	VFB_0010280h	neuron 10547 (FANC:511247)
left side of organism	has_soma_location	VFB_0010280h	neuron 10547 (FANC:511247)
adult peripheral nervous system	overlaps	VFB_0010280k	neuron 10552 (FANC:511290)
adult ventral nerve cord	overlaps	VFB_0010280k	neuron 10552 (FANC:511290)
left side of organism	has_soma_location	VFB_0010280k	neuron 10552 (FANC:511290)
adult peripheral nervous system	overlaps	VFB_0010280n	neuron 10557 (FANC:511332)
adult ventral nerve cord	overlaps	VFB_0010280n	neuron 10557 (FANC:511332)
left side of organism	has_soma_location	VFB_0010280n	neuron 10557 (FANC:511332)
adult peripheral nervous system	overlaps	VFB_0010280r	neuron 10562 (FANC:511390)
adult ventral nerve cord	overlaps	VFB_0010280r	neuron 10562 (FANC:511390)
left side of organism	has_soma_location	VFB_0010280r	neuron 10562 (FANC:511390)
adult peripheral nervous system	overlaps	VFB_0010280v	neuron 10567 (FANC:511448)
adult ventral nerve cord	overlaps	VFB_0010280v	neuron 10567 (FANC:511448)
left side of organism	has_soma_location	VFB_0010280v	neuron 10567 (FANC:511448)
adult peripheral nervous system	overlaps	VFB_0010280y	neuron 10572 (FANC:511489)
adult ventral nerve cord	overlaps	VFB_0010280y	neuron 10572 (FANC:511489)
left side of organism	has_soma_location	VFB_0010280y	neuron 10572 (FANC:511489)
adult peripheral nervous system	overlaps	VFB_0010280z	neuron 10577 (FANC:511504)
adult ventral nerve cord	overlaps	VFB_0010280z	neuron 10577 (FANC:511504)
left side of organism	has_soma_location	VFB_0010280z	neuron 10577 (FANC:511504)
adult peripheral nervous system	overlaps	VFB_0010281e	neuron 10582 (FANC:511576)
adult ventral nerve cord	overlaps	VFB_0010281e	neuron 10582 (FANC:511576)
left side of organism	has_soma_location	VFB_0010281e	neuron 10582 (FANC:511576)
adult peripheral nervous system	overlaps	VFB_0010282b	neuron 10641 (FANC:511891)
adult ventral nerve cord	overlaps	VFB_0010282b	neuron 10641 (FANC:511891)
left side of organism	has_soma_location	VFB_0010282b	neuron 10641 (FANC:511891)
adult peripheral nervous system	overlaps	VFB_0010282d	neuron 10646 (FANC:511920)
adult ventral nerve cord	overlaps	VFB_0010282d	neuron 10646 (FANC:511920)
left side of organism	has_soma_location	VFB_0010282d	neuron 10646 (FANC:511920)
adult peripheral nervous system	overlaps	VFB_0010282f	neuron 10651 (FANC:511949)
adult ventral nerve cord	overlaps	VFB_0010282f	neuron 10651 (FANC:511949)
left side of organism	has_soma_location	VFB_0010282f	neuron 10651 (FANC:511949)
adult peripheral nervous system	overlaps	VFB_0010282h	neuron 10656 (FANC:511975)
adult ventral nerve cord	overlaps	VFB_0010282h	neuron 10656 (FANC:511975)
left side of organism	has_soma_location	VFB_0010282h	neuron 10656 (FANC:511975)
adult peripheral nervous system	overlaps	VFB_0010282j	neuron 10661 (FANC:512001)
adult ventral nerve cord	overlaps	VFB_0010282j	neuron 10661 (FANC:512001)
left side of organism	has_soma_location	VFB_0010282j	neuron 10661 (FANC:512001)
adult peripheral nervous system	overlaps	VFB_0010282k	neuron 10666 (FANC:512015)
adult ventral nerve cord	overlaps	VFB_0010282k	neuron 10666 (FANC:512015)
left side of organism	has_soma_location	VFB_0010282k	neuron 10666 (FANC:512015)
adult peripheral nervous system	overlaps	VFB_0010282n	neuron 10673 (FANC:512054)
adult ventral nerve cord	overlaps	VFB_0010282n	neuron 10673 (FANC:512054)
left side of organism	has_soma_location	VFB_0010282n	neuron 10673 (FANC:512054)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027kd	neuron 10680 (FANC:492484)
adult peripheral nervous system	overlaps	VFB_001027kd	neuron 10680 (FANC:492484)
adult ventral nerve cord	overlaps	VFB_001027kd	neuron 10680 (FANC:492484)
left side of organism	has_soma_location	VFB_001027kd	neuron 10680 (FANC:492484)
adult peripheral nervous system	overlaps	VFB_001027og	neuron 10768 (FANC:495406)
adult ventral nerve cord	overlaps	VFB_001027og	neuron 10768 (FANC:495406)
right side of organism	has_soma_location	VFB_001027og	neuron 10768 (FANC:495406)
adult peripheral nervous system	overlaps	VFB_001027on	neuron 10776 (FANC:495527)
adult ventral nerve cord	overlaps	VFB_001027on	neuron 10776 (FANC:495527)
right side of organism	has_soma_location	VFB_001027on	neuron 10776 (FANC:495527)
adult peripheral nervous system	overlaps	VFB_001027op	neuron 10781 (FANC:495560)
adult ventral nerve cord	overlaps	VFB_001027op	neuron 10781 (FANC:495560)
right side of organism	has_soma_location	VFB_001027op	neuron 10781 (FANC:495560)
adult peripheral nervous system	overlaps	VFB_001027ot	neuron 10796 (FANC:495626)
adult ventral nerve cord	overlaps	VFB_001027ot	neuron 10796 (FANC:495626)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027ot	neuron 10796 (FANC:495626)
right side of organism	has_soma_location	VFB_001027ot	neuron 10796 (FANC:495626)
adult peripheral nervous system	overlaps	VFB_001027ow	neuron 10802 (FANC:495710)
adult ventral nerve cord	overlaps	VFB_001027ow	neuron 10802 (FANC:495710)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027ow	neuron 10802 (FANC:495710)
right side of organism	has_soma_location	VFB_001027ow	neuron 10802 (FANC:495710)
adult peripheral nervous system	overlaps	VFB_001027oz	neuron 10813 (FANC:495757)
adult ventral nerve cord	has_presynaptic_terminal_in	VFB_001027oz	neuron 10813 (FANC:495757)
adult ventral nerve cord	overlaps	VFB_001027oz	neuron 10813 (FANC:495757)
right side of organism	has_soma_location	VFB_001027oz	neuron 10813 (FANC:495757)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027ki	neuron 10829 (FANC:492565)
adult peripheral nervous system	overlaps	VFB_001027ki	neuron 10829 (FANC:492565)
adult ventral nerve cord	overlaps	VFB_001027ki	neuron 10829 (FANC:492565)
right side of organism	has_soma_location	VFB_001027ki	neuron 10829 (FANC:492565)
adult peripheral nervous system	overlaps	VFB_001027p7	neuron 10841 (FANC:495898)
adult ventral nerve cord	overlaps	VFB_001027p7	neuron 10841 (FANC:495898)
right side of organism	has_soma_location	VFB_001027p7	neuron 10841 (FANC:495898)
adult peripheral nervous system	overlaps	VFB_001027q5	neuron 10971 (FANC:496578)
adult ventral nerve cord	overlaps	VFB_001027q5	neuron 10971 (FANC:496578)
right side of organism	has_soma_location	VFB_001027q5	neuron 10971 (FANC:496578)
adult peripheral nervous system	overlaps	VFB_001027qb	neuron 10986 (FANC:496683)
adult ventral nerve cord	overlaps	VFB_001027qb	neuron 10986 (FANC:496683)
right side of organism	has_soma_location	VFB_001027qb	neuron 10986 (FANC:496683)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027ku	neuron 11002 (FANC:492770)
adult peripheral nervous system	overlaps	VFB_001027ku	neuron 11002 (FANC:492770)
adult ventral nerve cord	overlaps	VFB_001027ku	neuron 11002 (FANC:492770)
right side of organism	has_soma_location	VFB_001027ku	neuron 11002 (FANC:492770)
adult peripheral nervous system	overlaps	VFB_001027qk	neuron 11011 (FANC:496838)
adult ventral nerve cord	overlaps	VFB_001027qk	neuron 11011 (FANC:496838)
adult ventral prothoracic nerve	fasciculates_with	VFB_001027qk	neuron 11011 (FANC:496838)
right side of organism	has_soma_location	VFB_001027qk	neuron 11011 (FANC:496838)
adult peripheral nervous system	overlaps	VFB_001027qs	neuron 11043 (FANC:497053)
adult ventral nerve cord	overlaps	VFB_001027qs	neuron 11043 (FANC:497053)
right side of organism	has_soma_location	VFB_001027qs	neuron 11043 (FANC:497053)
adult peripheral nervous system	overlaps	VFB_001027qx	neuron 11052 (FANC:497154)
adult ventral nerve cord	overlaps	VFB_001027qx	neuron 11052 (FANC:497154)
right side of organism	has_soma_location	VFB_001027qx	neuron 11052 (FANC:497154)
adult peripheral nervous system	overlaps	VFB_001027r4	neuron 11062 (FANC:497408)
adult ventral nerve cord	overlaps	VFB_001027r4	neuron 11062 (FANC:497408)
right side of organism	has_soma_location	VFB_001027r4	neuron 11062 (FANC:497408)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027kt	neuron 11127 (FANC:492752)
adult peripheral nervous system	overlaps	VFB_001027kt	neuron 11127 (FANC:492752)
adult ventral nerve cord	overlaps	VFB_001027kt	neuron 11127 (FANC:492752)
right side of organism	has_soma_location	VFB_001027kt	neuron 11127 (FANC:492752)
adult peripheral nervous system	overlaps	VFB_001027rm	neuron 11172 (FANC:497898)
adult ventral nerve cord	overlaps	VFB_001027rm	neuron 11172 (FANC:497898)
right side of organism	has_soma_location	VFB_001027rm	neuron 11172 (FANC:497898)
adult peripheral nervous system	overlaps	VFB_001027rr	neuron 11182 (FANC:497980)
adult ventral nerve cord	overlaps	VFB_001027rr	neuron 11182 (FANC:497980)
right side of organism	has_soma_location	VFB_001027rr	neuron 11182 (FANC:497980)
adult peripheral nervous system	overlaps	VFB_001027rw	neuron 11213 (FANC:498087)
adult ventral nerve cord	overlaps	VFB_001027rw	neuron 11213 (FANC:498087)
right side of organism	has_soma_location	VFB_001027rw	neuron 11213 (FANC:498087)
adult peripheral nervous system	overlaps	VFB_001027sb	neuron 11285 (FANC:498368)
adult ventral nerve cord	overlaps	VFB_001027sb	neuron 11285 (FANC:498368)
right side of organism	has_soma_location	VFB_001027sb	neuron 11285 (FANC:498368)
adult peripheral nervous system	overlaps	VFB_001027sd	neuron 11299 (FANC:498406)
adult ventral nerve cord	overlaps	VFB_001027sd	neuron 11299 (FANC:498406)
right side of organism	has_soma_location	VFB_001027sd	neuron 11299 (FANC:498406)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027sh	neuron 11320 (FANC:498475)
adult peripheral nervous system	overlaps	VFB_001027sh	neuron 11320 (FANC:498475)
adult ventral nerve cord	overlaps	VFB_001027sh	neuron 11320 (FANC:498475)
right side of organism	has_soma_location	VFB_001027sh	neuron 11320 (FANC:498475)
adult peripheral nervous system	overlaps	VFB_001027sk	neuron 11339 (FANC:498527)
adult ventral nerve cord	overlaps	VFB_001027sk	neuron 11339 (FANC:498527)
right side of organism	has_soma_location	VFB_001027sk	neuron 11339 (FANC:498527)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027kk	neuron 11349 (FANC:492598)
adult peripheral nervous system	overlaps	VFB_001027kk	neuron 11349 (FANC:492598)
adult ventral nerve cord	overlaps	VFB_001027kk	neuron 11349 (FANC:492598)
left side of organism	has_soma_location	VFB_001027kk	neuron 11349 (FANC:492598)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027sz	neuron 11380 (FANC:498795)
adult peripheral nervous system	overlaps	VFB_001027sz	neuron 11380 (FANC:498795)
adult ventral nerve cord	overlaps	VFB_001027sz	neuron 11380 (FANC:498795)
right side of organism	has_soma_location	VFB_001027sz	neuron 11380 (FANC:498795)
adult peripheral nervous system	overlaps	VFB_001027t3	neuron 11392 (FANC:498863)
adult ventral nerve cord	overlaps	VFB_001027t3	neuron 11392 (FANC:498863)
right side of organism	has_soma_location	VFB_001027t3	neuron 11392 (FANC:498863)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001027t7	neuron 11403 (FANC:498935)
adult peripheral nervous system	overlaps	VFB_001027t7	neuron 11403 (FANC:498935)
adult ventral nerve cord	overlaps	VFB_001027t7	neuron 11403 (FANC:498935)
right side of organism	has_soma_location	VFB_001027t7	neuron 11403 (FANC:498935)
adult peripheral nervous system	overlaps	VFB_001027t8	neuron 11413 (FANC:498952)
adult ventral nerve cord	overlaps	VFB_001027t8	neuron 11413 (FANC:498952)
right side of organism	has_soma_location	VFB_001027t8	neuron 11413 (FANC:498952)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001028ay	neuron 11440 (FANC:515119)
adult peripheral nervous system	overlaps	VFB_001028ay	neuron 11440 (FANC:515119)
adult ventral nerve cord	overlaps	VFB_001028ay	neuron 11440 (FANC:515119)
right side of organism	has_soma_location	VFB_001028ay	neuron 11440 (FANC:515119)
adult peripheral nervous system	overlaps	VFB_001027ti	neuron 11468 (FANC:499114)
adult ventral nerve cord	overlaps	VFB_001027ti	neuron 11468 (FANC:499114)
right side of organism	has_soma_location	VFB_001027ti	neuron 11468 (FANC:499114)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001028b9	neuron 11488 (FANC:515268)
adult peripheral nervous system	overlaps	VFB_001028b9	neuron 11488 (FANC:515268)
adult ventral nerve cord	overlaps	VFB_001028b9	neuron 11488 (FANC:515268)
right side of organism	has_soma_location	VFB_001028b9	neuron 11488 (FANC:515268)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001028bc	neuron 11493 (FANC:515306)
adult peripheral nervous system	overlaps	VFB_001028bc	neuron 11493 (FANC:515306)
adult ventral nerve cord	overlaps	VFB_001028bc	neuron 11493 (FANC:515306)
right side of organism	has_soma_location	VFB_001028bc	neuron 11493 (FANC:515306)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001028be	neuron 11498 (FANC:515329)
adult peripheral nervous system	overlaps	VFB_001028be	neuron 11498 (FANC:515329)
adult ventral nerve cord	overlaps	VFB_001028be	neuron 11498 (FANC:515329)
right side of organism	has_soma_location	VFB_001028be	neuron 11498 (FANC:515329)
adult peripheral nervous system	overlaps	VFB_001027u3	neuron 11597 (FANC:499593)
adult ventral nerve cord	overlaps	VFB_001027u3	neuron 11597 (FANC:499593)
right side of organism	has_soma_location	VFB_001027u3	neuron 11597 (FANC:499593)
adult peripheral nervous system	overlaps	VFB_001027u9	neuron 11608 (FANC:499720)
adult ventral nerve cord	has_presynaptic_terminal_in	VFB_001027u9	neuron 11608 (FANC:499720)
adult ventral nerve cord	overlaps	VFB_001027u9	neuron 11608 (FANC:499720)
right side of organism	has_soma_location	VFB_001027u9	neuron 11608 (FANC:499720)
adult peripheral nervous system	overlaps	VFB_001027ub	neuron 11616 (FANC:499752)
adult ventral nerve cord	has_presynaptic_terminal_in	VFB_001027ub	neuron 11616 (FANC:499752)
adult ventral nerve cord	overlaps	VFB_001027ub	neuron 11616 (FANC:499752)
right side of organism	has_soma_location	VFB_001027ub	neuron 11616 (FANC:499752)
